时间戳记,"1. How often do you use facial skincare products (e.g., moisturizer, serum, cleanser)?",2. Which of the following skincare product categories do you regularly use? (Select all that apply),3. Where do you typically get information about skincare products before purchasing? (Select all that apply),"1. How important are the following factors when you choose a skincare product?
(Please rate on a scale of 1 - Not at all Important to 5 - Extremely Important) [Factor]","1. How important are the following factors when you choose a skincare product?
(Please rate on a scale of 1 - Not at all Important to 5 - Extremely Important) [Brand Reputation]","1. How important are the following factors when you choose a skincare product?
(Please rate on a scale of 1 - Not at all Important to 5 - Extremely Important) [Price/Value for Money]","1. How important are the following factors when you choose a skincare product?
(Please rate on a scale of 1 - Not at all Important to 5 - Extremely Important) [Specific Ingredients / Efficacy]","1. How important are the following factors when you choose a skincare product?
(Please rate on a scale of 1 - Not at all Important to 5 - Extremely Important) [Product Reviews & Recommendations]","1. How important are the following factors when you choose a skincare product?
(Please rate on a scale of 1 - Not at all Important to 5 - Extremely Important) [Packaging Design (whether Eco-friendly / Sustainable)]","1. How important are the following factors when you choose a skincare product?
(Please rate on a scale of 1 - Not at all Important to 5 - Extremely Important) [""Clean"" / Non-Toxic Formula]","1. How important are the following factors when you choose a skincare product?
(Please rate on a scale of 1 - Not at all Important to 5 - Extremely Important) [Brand's Ethical Values (e.g., cruelty-free, carbon-neutral)]","1. How important are the following factors when you choose a skincare product?
(Please rate on a scale of 1 - Not at all Important to 5 - Extremely Important) [Prior Experience (with sample products, etc.)]","1. How important are the following factors when you choose a skincare product?
(Please rate on a scale of 1 - Not at all Important to 5 - Extremely Important) [Origin]","1. How important are the following factors when you choose a skincare product?
(Please rate on a scale of 1 - Not at all Important to 5 - Extremely Important) [Marketing Frequency]",2. Trusted sources of information on skin-care products,3. Which best describes your current skincare spending per month?,4.  Channels of purchases,5. What behavioral factors do you think are necessary for healthy skin?,6. Do you regularly repurchase or use products from a particular brand?,7. Do you regularly repurchase or use a particular product with a specific function?,1. What is your gender?,2. What is the highest level of education you have completed?,3. In which region do you currently reside?,4.  Satisfaction with skin health,5. How old are you?,6. What is your profession?,7. What is your skin type?,8. Have you ever experienced side effects from skincare products?,9. How much psychological stress do you think you are under?,10. Do you consider your current lifestyle and habits to be healthy?
2026-3-23 下午02:32:59,4-6 times a week,"Cleanser, Moisturizer, Serum, Face Oil, Sunscreen","Brand websites, Social media (e.g., Instagram, TikTok, YouTube), Beauty blogs or magazines",4,4,2,4,4,5,5,3,5,3,3,"Friends and Acquaintances, Sales Representatives",100 - 200 (RMB/HKD),Online shopping sites,"Drink enough water, Get complete sleep, Apply moisturizers",No,No,Female,Bachelor's Degree,Hong Kong / Macao,10,19 - 25,Student,Dry,No,5,7
2026-3-23 下午02:33:01,Daily,Cleanser,Recommendations from friends/family,5,1,5,4,5,5,4,2,3,2,4,Friends and Acquaintances,Less than 100 (RMB/HKD),Large grocery store chains,Abstain from smoking and drinking,No,No,Female,Other,Hong Kong / Macao,6,45 - 60,Housewife,Dry,Yes,8,7
2026-3-23 下午02:33:03,4-6 times a week,"Cleanser, Moisturizer, Serum, Toner","Social media (e.g., Instagram, TikTok, YouTube), Online reviews (e.g., Amazon, Sephora), In-store consultations",4,4,2,5,4,3,5,4,4,4,2,Sales Representatives,more than 500 (RMB/HKD),Department stores,"Apply sunblock product, Take vitamins, Apply moisturizers",No,Yes,Female,Other,Hong Kong / Macao,9,26 - 35,Office worker,Dry,No,4,5
2026-3-23 下午02:33:05,Daily,"Moisturizer, Serum, Face Oil, Exfoliator (AHA/BHA)","Social media (e.g., Instagram, TikTok, YouTube), Online reviews (e.g., Amazon, Sephora)",3,5,3,5,4,3,4,2,5,3,1,"Online Reviews, Pharmacists",more than 500 (RMB/HKD),Online shopping sites,"Abstain from smoking and drinking, Apply sunblock product, Apply moisturizers",Yes,No,Female,Other,Hong Kong / Macao,8,36 - 45,Office worker,Sensitive,No,8,4
2026-3-23 下午02:33:05,Daily,"Cleanser, Moisturizer, Toner",Beauty blogs or magazines,4,4,3,5,3,5,5,2,5,2,3,"Friends and Acquaintances, Sales Representatives",200 - 500 (RMB/HKD),Online shopping sites,"Get complete sleep, Abstain from smoking and drinking, Apply sunblock product",No,No,Male,Master's Degree or higher,Hong Kong / Macao,8,19 - 25,Student,the mixed type,Maybe,3,5
2026-3-23 下午02:33:08,4-6 times a week,"Cleanser, Moisturizer","Social media (e.g., Instagram, TikTok, YouTube), In-store consultations, Dermatologist or aesthetician recommendations",1,2,5,4,4,4,2,2,3,2,3,"Dermatologists, Online Reviews",Less than 100 (RMB/HKD),Online shopping sites,"Abstain from smoking and drinking, Apply sunblock product, Apply moisturizers",No,Yes,Female,Bachelor's Degree,Hong Kong / Macao,7,36 - 45,Office worker,the mixed type,Maybe,8,5
2026-3-23 下午02:33:09,Daily,"Moisturizer, Serum, Eye Cream","Brand websites, Recommendations from friends/family, In-store consultations",5,3,2,4,4,3,3,4,4,3,4,Friends and Acquaintances,100 - 200 (RMB/HKD),Online shopping sites,Get complete sleep,Yes,No,Female,Bachelor's Degree,Hong Kong / Macao,6,19 - 25,Student,the mixed type,Yes,6,7
2026-3-23 下午02:33:10,4-6 times a week,"Cleanser, Moisturizer, Toner, Eye Cream, Exfoliator (AHA/BHA)",Brand websites,2,2,2,5,5,4,2,4,4,4,3,Sales Representatives,200 - 500 (RMB/HKD),Online shopping sites,Get complete sleep,Yes,Yes,Female,Master's Degree or higher,Hong Kong / Macao,7,36 - 45,Office worker,the mixed type,No,6,6
2026-3-23 下午02:33:11,4-6 times a week,"Moisturizer, Serum, Sunscreen, Toner","Beauty blogs or magazines, Recommendations from friends/family, Dermatologist or aesthetician recommendations",5,2,2,4,4,3,5,3,5,4,3,Pharmacists,200 - 500 (RMB/HKD),Online shopping sites,"Get complete sleep, Apply moisturizers",No,Yes,Female,Master's Degree or higher,Hong Kong / Macao,7,19 - 25,Student,Oily,Yes,5,7
2026-3-23 下午02:33:12,4-6 times a week,"Cleanser, Moisturizer, Serum, Face Oil","Social media (e.g., Instagram, TikTok, YouTube)",5,4,3,5,4,5,4,4,5,3,3,Sales Representatives,200 - 500 (RMB/HKD),Online shopping sites,Take vitamins,Yes,Yes,Female,Other,Hong Kong / Macao,10,19 - 25,Self-employed,Dry,Maybe,3,5
2026-3-23 下午02:33:13,4-6 times a week,"Cleanser, Moisturizer, Serum, Eye Cream, Exfoliator (AHA/BHA)","Social media (e.g., Instagram, TikTok, YouTube), Recommendations from friends/family, In-store consultations",3,4,4,4,5,5,2,2,3,2,3,"Sales Representatives, Online Reviews",100 - 200 (RMB/HKD),Online shopping sites,"Abstain from smoking and drinking, Apply sunblock product, Apply moisturizers",Yes,Yes,Female,Bachelor's Degree,Hong Kong / Macao,10,19 - 25,Unemployed,Sensitive,No,5,6
2026-3-23 下午02:33:14,Daily,"Moisturizer, Serum, Eye Cream","Beauty blogs or magazines, In-store consultations, Dermatologist or aesthetician recommendations",4,2,2,3,4,4,4,4,3,4,4,"Sales Representatives, Online Reviews",100 - 200 (RMB/HKD),Large grocery store chains,"Get complete sleep, Abstain from smoking and drinking, Take vitamins",Yes,No,Female,Other,Hong Kong / Macao,7,19 - 25,Unemployed,Oily,No,4,5
2026-3-23 下午02:33:17,4-6 times a week,"Moisturizer, Serum, Toner, Eye Cream",Dermatologist or aesthetician recommendations,4,3,4,4,4,4,3,3,3,3,4,"Friends and Acquaintances, Pharmacists",200 - 500 (RMB/HKD),Department stores,"Get complete sleep, Abstain from smoking and drinking, Apply moisturizers",Yes,No,Female,Other,EU Country,6,26 - 35,Office worker,Sensitive,No,3,6
2026-3-23 下午02:33:19,4-6 times a week,"Cleanser, Moisturizer, Sunscreen, Toner, Eye Cream","Online reviews (e.g., Amazon, Sephora)",4,2,2,5,5,3,3,2,3,3,3,Friends and Acquaintances,100 - 200 (RMB/HKD),Large grocery store chains,"Drink enough water, Take vitamins",No,Yes,Female,Other,Hong Kong / Macao,6,36 - 45,Office worker,the mixed type,Maybe,4,3
2026-3-23 下午02:33:22,Daily,"Cleanser, Moisturizer, Serum","Online reviews (e.g., Amazon, Sephora)",3,3,4,5,5,4,4,4,3,2,4,"Dermatologists, Online Reviews",200 - 500 (RMB/HKD),Online shopping sites,"Get complete sleep, Abstain from smoking and drinking, Take vitamins",No,Yes,Female,Master's Degree or higher,Hong Kong / Macao,6,26 - 35,Office worker,Sensitive,Maybe,4,5
2026-3-23 下午02:33:24,Daily,"Cleanser, Moisturizer, Serum, Face Oil, Eye Cream",Dermatologist or aesthetician recommendations,3,2,3,4,5,3,2,2,5,4,1,"Friends and Acquaintances, Pharmacists",200 - 500 (RMB/HKD),Department stores,"Get complete sleep, Take vitamins, Apply moisturizers",Yes,No,Female,Master's Degree or higher,Other,6,26 - 35,Office worker,the mixed type,Yes,5,5
2026-3-23 下午02:33:27,Daily,"Cleanser, Moisturizer, Sunscreen","Online reviews (e.g., Amazon, Sephora), Dermatologist or aesthetician recommendations",3,4,3,4,2,5,5,4,3,2,1,"Online Reviews, Pharmacists",100 - 200 (RMB/HKD),Online shopping sites,"Get complete sleep, Abstain from smoking and drinking, Take vitamins",No,Yes,Male,Master's Degree or higher,Hong Kong / Macao,6,36 - 45,Office worker,Oily,Maybe,3,1
2026-3-23 下午02:33:27,4-6 times a week,"Moisturizer, Sunscreen, Eye Cream","Brand websites, Beauty blogs or magazines, Recommendations from friends/family",4,3,2,4,4,4,3,2,4,4,2,"Dermatologists, Sales Representatives",100 - 200 (RMB/HKD),Online shopping sites,"Abstain from smoking and drinking, Apply sunblock product, Apply moisturizers",No,Yes,Female,Master's Degree or higher,Hong Kong / Macao,6,36 - 45,Office worker,Oily,Maybe,7,7
2026-3-23 下午02:33:30,4-6 times a week,"Cleanser, Moisturizer, Serum, Exfoliator (AHA/BHA)","Online reviews (e.g., Amazon, Sephora), Recommendations from friends/family",3,4,4,4,5,5,5,3,5,4,2,"Friends and Acquaintances, Pharmacists",200 - 500 (RMB/HKD),Online shopping sites,"Drink enough water, Get complete sleep, Apply moisturizers",Yes,No,Female,Master's Degree or higher,Hong Kong / Macao,7,26 - 35,Office worker,Sensitive,Yes,4,8
2026-3-23 下午02:33:32,Daily,"Serum, Eye Cream, Exfoliator (AHA/BHA)",Dermatologist or aesthetician recommendations,1,2,2,5,3,2,2,2,5,2,2,"Dermatologists, Sales Representatives",200 - 500 (RMB/HKD),Online shopping sites,"Apply sunblock product, Apply moisturizers",Yes,No,Female,Bachelor's Degree,Hong Kong / Macao,7,26 - 35,Office worker,Dry,Yes,3,6
2026-3-23 下午02:33:32,2-3 times a week,Cleanser,"Recommendations from friends/family, Dermatologist or aesthetician recommendations",4,2,5,4,3,2,3,4,4,4,4,"Sales Representatives, Online Reviews",Less than 100 (RMB/HKD),Online shopping sites,Abstain from smoking and drinking,No,Yes,Male,Master's Degree or higher,Hong Kong / Macao,3,26 - 35,Office worker,Oily,Maybe,4,7
2026-3-23 下午02:33:34,Rarely or never,Cleanser,"Social media (e.g., Instagram, TikTok, YouTube), Beauty blogs or magazines, Recommendations from friends/family",5,1,5,4,3,1,2,3,3,2,3,Online Reviews,Less than 100 (RMB/HKD),Large grocery store chains,"Drink enough water, Abstain from smoking and drinking, Apply moisturizers",Yes,No,Male,Other,Hong Kong / Macao,7,26 - 35,Office worker,Sensitive,Yes,6,5
2026-3-23 下午02:33:35,4-6 times a week,"Cleanser, Moisturizer, Face Oil, Eye Cream, Exfoliator (AHA/BHA)","Online reviews (e.g., Amazon, Sephora), Dermatologist or aesthetician recommendations",2,2,3,5,5,5,4,3,5,3,4,Friends and Acquaintances,200 - 500 (RMB/HKD),Online shopping sites,"Get complete sleep, Take vitamins, Apply moisturizers",Yes,Yes,Female,Master's Degree or higher,Hong Kong / Macao,3,26 - 35,Office worker,Oily,Maybe,10,2
2026-3-23 下午02:33:38,2-3 times a week,Cleanser,"Beauty blogs or magazines, Recommendations from friends/family",4,2,5,4,3,1,5,4,5,2,1,Dermatologists,Less than 100 (RMB/HKD),Large grocery store chains,"Abstain from smoking and drinking, Take vitamins, Apply moisturizers",Yes,No,Male,Bachelor's Degree,America,6,26 - 35,Office worker,Oily,No,4,6
2026-3-23 下午02:33:39,2-3 times a week,Cleanser,"Brand websites, Social media (e.g., Instagram, TikTok, YouTube), Dermatologist or aesthetician recommendations",4,1,5,3,2,2,5,4,3,3,3,Online Reviews,Less than 100 (RMB/HKD),Online shopping sites,Apply sunblock product,No,Yes,Male,Other,Hong Kong / Macao,5,36 - 45,Office worker,Oily,Yes,5,7
2026-3-23 下午02:33:42,4-6 times a week,"Cleanser, Sunscreen, Toner, Eye Cream","Social media (e.g., Instagram, TikTok, YouTube), Recommendations from friends/family, In-store consultations",1,5,2,4,4,4,4,4,4,3,2,"Friends and Acquaintances, Pharmacists",more than 500 (RMB/HKD),Department stores,Take vitamins,Yes,Yes,Female,Master's Degree or higher,Hong Kong / Macao,4,26 - 35,Office worker,Dry,Maybe,10,5
2026-3-23 下午02:33:42,Rarely or never,Cleanser,"Brand websites, Online reviews (e.g., Amazon, Sephora), Recommendations from friends/family",1,2,5,3,2,1,5,2,5,3,3,"Dermatologists, Friends and Acquaintances",Less than 100 (RMB/HKD),Large grocery store chains,"Get complete sleep, Take vitamins",Yes,No,Male,Master's Degree or higher,Hong Kong / Macao,5,19 - 25,Student,Oily,Yes,4,5
2026-3-23 下午02:33:44,2-3 times a week,Cleanser,"Social media (e.g., Instagram, TikTok, YouTube)",4,1,5,4,2,2,5,2,4,3,3,Dermatologists,Less than 100 (RMB/HKD),Large grocery store chains,"Get complete sleep, Apply sunblock product",No,Yes,Male,Other,Hong Kong / Macao,8,26 - 35,Office worker,Oily,No,6,5
2026-3-23 下午02:33:46,4-6 times a week,"Cleanser, Moisturizer, Face Oil, Eye Cream, Exfoliator (AHA/BHA)","Social media (e.g., Instagram, TikTok, YouTube)",1,2,4,4,5,5,3,4,3,2,1,"Friends and Acquaintances, Sales Representatives",200 - 500 (RMB/HKD),Department stores,"Get complete sleep, Apply sunblock product",Yes,Yes,Female,Bachelor's Degree,Hong Kong / Macao,5,26 - 35,Office worker,the mixed type,No,3,2
2026-3-23 下午02:33:48,Daily,"Cleanser, Moisturizer, Face Oil, Sunscreen, Eye Cream",In-store consultations,5,4,2,4,4,5,4,2,5,2,1,"Dermatologists, Friends and Acquaintances",100 - 200 (RMB/HKD),Large grocery store chains,Take vitamins,No,Yes,Female,Master's Degree or higher,Hong Kong / Macao,3,36 - 45,Office worker,Dry,Maybe,4,7
2026-3-23 下午02:33:51,4-6 times a week,"Serum, Sunscreen, Toner","Online reviews (e.g., Amazon, Sephora), Beauty blogs or magazines, In-store consultations",1,4,2,5,5,1,5,4,4,3,1,"Dermatologists, Online Reviews",more than 500 (RMB/HKD),Online shopping sites,Abstain from smoking and drinking,No,No,Female,Master's Degree or higher,Hong Kong / Macao,7,45 - 60,Service Worker,Oily,No,4,6
2026-3-23 下午02:33:52,Daily,"Serum, Eye Cream, Exfoliator (AHA/BHA)","Brand websites, Dermatologist or aesthetician recommendations",4,4,2,5,2,4,5,3,5,2,1,Sales Representatives,200 - 500 (RMB/HKD),Department stores,Get complete sleep,No,No,Female,Master's Degree or higher,Hong Kong / Macao,5,36 - 45,Service Worker,Sensitive,No,5,8
2026-3-23 下午02:33:54,Daily,"Cleanser, Toner","Brand websites, Social media (e.g., Instagram, TikTok, YouTube)",4,2,5,4,4,3,2,2,4,3,4,Dermatologists,Less than 100 (RMB/HKD),Online shopping sites,"Drink enough water, Apply sunblock product, Take vitamins",Yes,Yes,Female,Bachelor's Degree,Hong Kong / Macao,8,19 - 25,Student,the mixed type,Maybe,4,4
2026-3-23 下午02:33:55,Daily,"Cleanser, Moisturizer, Serum, Eye Cream","Brand websites, Social media (e.g., Instagram, TikTok, YouTube), Recommendations from friends/family",2,4,4,5,4,4,4,3,3,2,4,Dermatologists,100 - 200 (RMB/HKD),Online shopping sites,Apply moisturizers,No,No,Female,Bachelor's Degree,Hong Kong / Macao,7,26 - 35,Office worker,Sensitive,Maybe,4,3
2026-3-23 下午02:33:58,Rarely or never,Cleanser,"Brand websites, In-store consultations, Dermatologist or aesthetician recommendations",1,1,5,4,2,2,3,4,3,2,2,"Friends and Acquaintances, Pharmacists",Less than 100 (RMB/HKD),Large grocery store chains,"Drink enough water, Abstain from smoking and drinking",Yes,No,Male,Other,Hong Kong / Macao,7,26 - 35,Office worker,Sensitive,Yes,4,5
2026-3-23 下午02:33:59,Daily,"Moisturizer, Serum, Exfoliator (AHA/BHA)","Social media (e.g., Instagram, TikTok, YouTube), In-store consultations, Dermatologist or aesthetician recommendations",5,2,2,4,4,4,4,3,5,3,3,Pharmacists,200 - 500 (RMB/HKD),Department stores,Apply sunblock product,No,No,Female,Other,Hong Kong / Macao,4,26 - 35,Housewife,the mixed type,Maybe,7,5
2026-3-23 下午02:34:00,4-6 times a week,"Cleanser, Eye Cream, Exfoliator (AHA/BHA)","Online reviews (e.g., Amazon, Sephora), Recommendations from friends/family, In-store consultations",4,2,2,4,4,3,4,2,3,2,3,Sales Representatives,100 - 200 (RMB/HKD),Online shopping sites,"Take vitamins, Apply moisturizers",No,Yes,Female,Bachelor's Degree,Hong Kong / Macao,5,26 - 35,Housewife,Oily,No,7,8
2026-3-23 下午02:34:00,4-6 times a week,"Moisturizer, Face Oil, Eye Cream",Dermatologist or aesthetician recommendations,3,5,2,3,2,3,3,3,3,4,4,"Friends and Acquaintances, Sales Representatives",more than 500 (RMB/HKD),Online shopping sites,"Drink enough water, Abstain from smoking and drinking",Yes,Yes,Female,Master's Degree or higher,Hong Kong / Macao,6,26 - 35,Office worker,Sensitive,Maybe,2,5
2026-3-23 下午02:34:04,Rarely or never,Cleanser,Dermatologist or aesthetician recommendations,3,1,5,3,2,2,3,2,5,3,3,Online Reviews,Less than 100 (RMB/HKD),Large grocery store chains,"Abstain from smoking and drinking, Take vitamins",No,No,Male,Bachelor's Degree,Hong Kong / Macao,6,36 - 45,Office worker,Sensitive,Maybe,5,6
2026-3-23 下午02:34:05,Daily,"Cleanser, Moisturizer, Sunscreen","Recommendations from friends/family, In-store consultations, Dermatologist or aesthetician recommendations",5,2,3,5,3,3,2,2,3,4,1,Pharmacists,100 - 200 (RMB/HKD),Online shopping sites,"Get complete sleep, Take vitamins",No,No,Male,Master's Degree or higher,Hong Kong / Macao,5,26 - 35,Office worker,Sensitive,Maybe,7,5
2026-3-23 下午02:34:09,Rarely or never,Cleanser,Recommendations from friends/family,4,2,5,3,3,1,2,2,4,4,1,"Friends and Acquaintances, Pharmacists",Less than 100 (RMB/HKD),Online shopping sites,"Get complete sleep, Abstain from smoking and drinking, Take vitamins",Yes,No,Male,Master's Degree or higher,Hong Kong / Macao,5,26 - 35,Office worker,Oily,Yes,7,6
2026-3-23 下午02:34:10,4-6 times a week,"Cleanser, Moisturizer, Serum, Face Oil, Exfoliator (AHA/BHA)","Brand websites, Beauty blogs or magazines",3,4,2,5,4,5,4,4,5,4,4,Online Reviews,100 - 200 (RMB/HKD),Large grocery store chains,"Apply sunblock product, Apply moisturizers",No,Yes,Female,Other,Hong Kong / Macao,7,36 - 45,Technology Industry,Oily,Yes,8,5
2026-3-23 下午02:34:14,4-6 times a week,"Moisturizer, Serum, Face Oil","Brand websites, Beauty blogs or magazines, Dermatologist or aesthetician recommendations",1,4,2,5,5,3,4,3,4,4,1,Pharmacists,200 - 500 (RMB/HKD),Department stores,"Drink enough water, Get complete sleep",No,Yes,Female,Master's Degree or higher,Hong Kong / Macao,7,36 - 45,Office worker,Sensitive,Maybe,7,3
2026-3-23 下午02:34:15,Rarely or never,Cleanser,Recommendations from friends/family,2,2,5,3,2,1,2,2,4,2,2,"Dermatologists, Online Reviews",Less than 100 (RMB/HKD),Large grocery store chains,Drink enough water,No,Yes,Male,Bachelor's Degree,Hong Kong / Macao,7,36 - 45,Office worker,Oily,Maybe,6,7
2026-3-23 下午02:34:17,2-3 times a week,Cleanser,"Beauty blogs or magazines, In-store consultations, Dermatologist or aesthetician recommendations",3,2,5,3,3,2,3,2,5,4,3,"Friends and Acquaintances, Online Reviews",Less than 100 (RMB/HKD),Online shopping sites,"Drink enough water, Apply moisturizers",Yes,Yes,Male,Master's Degree or higher,Hong Kong / Macao,8,19 - 25,Student,Sensitive,No,7,6
2026-3-23 下午02:34:19,2-3 times a week,Cleanser,"Social media (e.g., Instagram, TikTok, YouTube), Beauty blogs or magazines, Recommendations from friends/family",5,1,5,4,3,1,2,3,4,2,4,"Dermatologists, Friends and Acquaintances",Less than 100 (RMB/HKD),Large grocery store chains,Get complete sleep,Yes,No,Male,Other,Hong Kong / Macao,4,36 - 45,Housewife,the mixed type,No,5,5
2026-3-23 下午02:34:19,Rarely or never,Cleanser,In-store consultations,5,2,5,4,2,1,5,4,4,4,1,Dermatologists,Less than 100 (RMB/HKD),Large grocery store chains,"Drink enough water, Get complete sleep, Take vitamins",No,Yes,Male,Bachelor's Degree,America,7,26 - 35,Housewife,Dry,Maybe,7,7
2026-3-23 下午02:34:23,4-6 times a week,"Cleanser, Moisturizer, Eye Cream","Brand websites, Social media (e.g., Instagram, TikTok, YouTube), Dermatologist or aesthetician recommendations",5,3,3,4,4,5,2,3,3,4,1,"Dermatologists, Sales Representatives",100 - 200 (RMB/HKD),Online shopping sites,"Get complete sleep, Apply moisturizers",No,No,Female,Other,Hong Kong / Macao,7,19 - 25,Student,Oily,No,3,6
2026-3-23 下午02:34:23,4-6 times a week,"Moisturizer, Serum, Toner, Eye Cream","Brand websites, Social media (e.g., Instagram, TikTok, YouTube), In-store consultations",4,5,3,4,2,5,5,2,3,3,4,"Friends and Acquaintances, Sales Representatives",more than 500 (RMB/HKD),Department stores,"Get complete sleep, Take vitamins",No,Yes,Female,Other,Hong Kong / Macao,9,36 - 45,Office worker,Oily,Yes,8,6
2026-3-23 下午02:34:27,Daily,"Cleanser, Moisturizer","Social media (e.g., Instagram, TikTok, YouTube), In-store consultations, Dermatologist or aesthetician recommendations",1,2,5,4,4,4,2,2,4,3,3,"Dermatologists, Pharmacists",Less than 100 (RMB/HKD),Online shopping sites,"Drink enough water, Take vitamins",No,No,Female,Bachelor's Degree,Hong Kong / Macao,5,26 - 35,Office worker,Oily,No,5,5
2026-3-23 下午02:34:27,Daily,"Cleanser, Moisturizer, Sunscreen","Brand websites, Dermatologist or aesthetician recommendations",1,4,4,5,2,2,4,4,4,3,2,Friends and Acquaintances,200 - 500 (RMB/HKD),Online shopping sites,"Abstain from smoking and drinking, Take vitamins",No,Yes,Male,Bachelor's Degree,Hong Kong / Macao,7,26 - 35,Self-employed,the mixed type,No,4,5
2026-3-23 下午02:34:30,2-3 times a week,Cleanser,"Social media (e.g., Instagram, TikTok, YouTube), Recommendations from friends/family, Dermatologist or aesthetician recommendations",4,2,5,4,2,1,3,3,4,3,4,"Sales Representatives, Online Reviews",Less than 100 (RMB/HKD),Online shopping sites,"Get complete sleep, Abstain from smoking and drinking",No,Yes,Male,Master's Degree or higher,Hong Kong / Macao,8,36 - 45,Service Worker,the mixed type,Yes,6,6
2026-3-23 下午02:34:32,Daily,Cleanser,"Social media (e.g., Instagram, TikTok, YouTube), Beauty blogs or magazines",1,2,5,5,4,4,4,3,4,2,1,Dermatologists,Less than 100 (RMB/HKD),Large grocery store chains,Apply sunblock product,No,No,Female,Master's Degree or higher,Hong Kong / Macao,6,19 - 25,Unemployed,Dry,Yes,7,4
2026-3-23 下午02:34:34,4-6 times a week,"Cleanser, Moisturizer","Online reviews (e.g., Amazon, Sephora), Beauty blogs or magazines, Dermatologist or aesthetician recommendations",3,2,5,5,4,2,4,3,5,4,2,"Friends and Acquaintances, Pharmacists",Less than 100 (RMB/HKD),Large grocery store chains,"Abstain from smoking and drinking, Apply sunblock product",No,Yes,Female,Other,Hong Kong / Macao,4,26 - 35,Office worker,Dry,Maybe,4,3
2026-3-23 下午02:34:35,4-6 times a week,"Cleanser, Moisturizer, Toner",In-store consultations,2,4,3,5,3,4,2,2,4,2,3,"Friends and Acquaintances, Sales Representatives",200 - 500 (RMB/HKD),Department stores,"Drink enough water, Get complete sleep, Take vitamins",No,Yes,Male,High School or equivalent,Hong Kong / Macao,6,15 - 18,Student,Oily,Maybe,7,5
2026-3-23 下午02:34:35,2-3 times a week,Cleanser,"Brand websites, Recommendations from friends/family, Dermatologist or aesthetician recommendations",5,1,5,4,3,1,4,4,3,3,4,"Dermatologists, Online Reviews",Less than 100 (RMB/HKD),Large grocery store chains,"Apply sunblock product, Take vitamins, Apply moisturizers",No,Yes,Male,Master's Degree or higher,Hong Kong / Macao,8,36 - 45,Office worker,the mixed type,Yes,5,3
2026-3-23 下午02:34:38,4-6 times a week,"Moisturizer, Serum, Sunscreen, Toner, Eye Cream",Brand websites,2,2,3,5,4,5,3,3,4,3,4,"Dermatologists, Sales Representatives",200 - 500 (RMB/HKD),Department stores,Drink enough water,Yes,No,Female,Master's Degree or higher,Hong Kong / Macao,10,26 - 35,Office worker,Oily,No,6,3
2026-3-23 下午02:34:39,4-6 times a week,"Cleanser, Moisturizer, Serum, Face Oil, Exfoliator (AHA/BHA)","Brand websites, Online reviews (e.g., Amazon, Sephora)",1,2,4,5,4,5,4,4,5,2,2,"Dermatologists, Sales Representatives",200 - 500 (RMB/HKD),Department stores,Abstain from smoking and drinking,No,Yes,Female,Other,Hong Kong / Macao,7,19 - 25,Student,the mixed type,Maybe,9,9
2026-3-23 下午02:34:43,4-6 times a week,"Cleanser, Moisturizer, Face Oil, Sunscreen, Eye Cream",Dermatologist or aesthetician recommendations,2,4,2,5,5,1,3,4,3,4,2,Online Reviews,200 - 500 (RMB/HKD),Online shopping sites,Apply moisturizers,No,No,Female,Bachelor's Degree,Hong Kong / Macao,7,26 - 35,Office worker,Dry,No,5,7
2026-3-23 下午02:34:44,4-6 times a week,"Cleanser, Moisturizer, Serum, Eye Cream, Exfoliator (AHA/BHA)",Recommendations from friends/family,5,4,2,5,5,5,5,4,4,3,4,"Sales Representatives, Online Reviews",200 - 500 (RMB/HKD),Online shopping sites,"Drink enough water, Apply sunblock product, Take vitamins",Yes,No,Female,Bachelor's Degree,Hong Kong / Macao,7,26 - 35,Self-employed,Oily,Maybe,6,6
2026-3-23 下午02:34:47,Daily,"Cleanser, Moisturizer, Sunscreen, Toner, Eye Cream","Social media (e.g., Instagram, TikTok, YouTube), Online reviews (e.g., Amazon, Sephora)",5,3,2,5,5,4,4,4,4,4,4,Sales Representatives,100 - 200 (RMB/HKD),Online shopping sites,"Drink enough water, Get complete sleep, Abstain from smoking and drinking",Yes,No,Female,Bachelor's Degree,Mainland of China,4,26 - 35,Office worker,Dry,No,4,6
2026-3-23 下午02:34:48,4-6 times a week,Cleanser,"Brand websites, Dermatologist or aesthetician recommendations",1,3,5,4,4,3,4,4,4,3,4,"Sales Representatives, Online Reviews",Less than 100 (RMB/HKD),Online shopping sites,"Get complete sleep, Apply moisturizers",Yes,Yes,Female,Bachelor's Degree,Hong Kong / Macao,5,26 - 35,Office worker,the mixed type,Yes,7,7
2026-3-23 下午02:34:50,4-6 times a week,"Moisturizer, Eye Cream, Exfoliator (AHA/BHA)","Social media (e.g., Instagram, TikTok, YouTube), In-store consultations, Dermatologist or aesthetician recommendations",2,4,2,4,3,2,3,3,4,4,1,"Friends and Acquaintances, Pharmacists",200 - 500 (RMB/HKD),Department stores,"Apply sunblock product, Take vitamins, Apply moisturizers",No,No,Female,Other,Hong Kong / Macao,5,26 - 35,Technology Industry,Sensitive,No,7,7
